x1,x2,x1_old,x2_old,u,Vin_opt
0.0,0.0,0.0,0.0,0,19.99999912765424
0.0,0.0,-0.1993929411795119,0.0091081191943142,1,19.999999056732435
0.0,0.0,-0.3987858823590238,0.0182162383886284,2,19.999998993128138
0.0,0.0,-0.5981788235385357,0.0273243575829426,3,19.999998936786437
0.0,0.0,-0.7975717647180477,0.0364324767772568,4,19.999999988874404
0.0,0.0,-0.9969647058975596,0.045540595971571,5,19.99999998844694
0.0,0.0,-1.1963576470770714,0.0546487151658852,6,19.999999988080837
0.0,0.0,-1.3957505882565833,0.0637568343601994,7,19.99999998777116
0.0,0.0,-1.5951435294360954,0.0728649535545136,8,19.99999998751298
0.0,0.0,-1.794536470615607,0.0819730727488278,9,19.9999999873015
0.0,0.0,-1.993929411795119,0.091081191943142,10,19.999999987132195
0.0,0.0,-2.193322352974631,0.1001893111374562,11,19.999999987000855
0.0,0.0,-2.3927152941541427,0.1092974303317704,12,19.999999986903596
0.0,0.0,-2.5921082353336544,0.1184055495260846,13,19.999999986836883
0.0,0.0,-2.7915011765131665,0.1275136687203988,14,19.99999998679752
0.0,0.0,-2.990894117692678,0.136621787914713,15,19.999999986782605
0.0,0.0,-3.1902870588721908,0.1457299071090272,16,19.99999998678955
0.0,0.0,-3.3896800000517024,0.1548380263033414,17,19.99999998681603
0.0,0.0,-3.589072941231214,0.1639461454976556,18,19.999999986859955
0.0,0.0,-3.7884658824107262,0.1730542646919698,19,19.999999986919473
0.0,0.0,-3.987858823590238,0.182162383886284,20,19.9999999999987
0.0,0.5,0.1002081626793241,0.5005638240943303,0,19.999999247993742
0.0,0.5,-0.0991847785001877,0.5096719432886445,1,19.99999916987923
0.0,0.5,-0.2985777196796996,0.5187800624829587,2,19.99999909875794
0.0,0.5,-0.4979706608592115,0.5278881816772729,3,19.99999903498023
0.0,0.5,-0.6973636020387235,0.5369963008715871,4,19.999998978546266
0.0,0.5,-0.8967565432182354,0.5461044200659013,5,19.99999998929224
0.0,0.5,-1.096149484397747,0.5552125392602155,6,19.999999988866385
0.0,0.5,-1.2955424255772592,0.5643206584545297,7,19.99999998850333
0.0,0.5,-1.494935366756771,0.5734287776488439,8,19.999999988198148
0.0,0.5,-1.694328307936283,0.5825368968431581,9,19.999999987945827
0.0,0.5,-1.8937212491157949,0.5916450160374723,10,19.999999987741482
0.0,0.5,-2.093114190295307,0.6007531352317865,11,19.999999987580445
0.0,0.5,-2.292507131474818,0.6098612544261007,12,19.999999987458345
0.0,0.5,-2.4919000726543303,0.6189693736204149,13,19.999999987371133
0.0,0.5,-2.6912930138338425,0.6280774928147291,14,19.99999998731509
0.0,0.5,-2.890685955013354,0.6371856120090433,15,19.99999998728682
0.0,0.5,-3.0900788961928662,0.6462937312033575,16,19.99999998728323
0.0,0.5,-3.2894718373723784,0.6554018503976717,17,19.999999987301504
0.0,0.5,-3.48886477855189,0.6645099695919859,18,19.999999987339088
0.0,0.5,-3.688257719731402,0.6736180887863001,19,19.99999998739364
0.0,0.5,-3.887650660910914,0.6827262079806143,20,19.999999999998746
0.0,1.0,0.2004163253586483,1.0011276481886606,0,19.99999937342907
0.0,1.0,0.0010233841791364,1.010235767382975,1,19.999999288540206
0.0,1.0,-0.1983695570003755,1.019343886577289,2,19.99999920962095
0.0,1.0,-0.3977624981798873,1.0284520057716031,3,19.99999913763801
0.0,1.0,-0.5971554393593993,1.0375601249659174,4,19.999999073027965
0.0,1.0,-0.7965483805389112,1.0466682441602315,5,19.999999015851564
0.0,1.0,-0.995941321718423,1.0557763633545458,6,19.99999998965918
0.0,1.0,-1.1953342628979349,1.06488448254886,7,19.99999998922878
0.0,1.0,-1.394727204077447,1.0739926017431742,8,19.999999988862914
0.0,1.0,-1.5941201452569589,1.0831007209374883,9,19.999999988556507
0.0,1.0,-1.7935130864364708,1.0922088401318026,10,19.999999988304594
0.0,1.0,-1.992906027615983,1.1013169593261167,11,19.99999998810225
0.0,1.0,-2.192298968795494,1.110425078520431,12,19.999999987944722
0.0,1.0,-2.3916919099750062,1.1195331977147454,13,19.99999998782754
0.0,1.0,-2.5910848511545184,1.1286413169090594,14,19.99999998774655
0.0,1.0,-2.7904777923340296,1.1377494361033735,15,19.999999987697905
0.0,1.0,-2.989870733513542,1.1468575552976878,16,19.999999987678102
0.0,1.0,-3.1892636746930543,1.1559656744920022,17,19.999999987683914
0.0,1.0,-3.388656615872566,1.1650737936863165,18,19.999999987712393
0.0,1.0,-3.5880495570520776,1.1741819128806306,19,19.999999987760837
0.0,1.0,-3.7874424982315897,1.1832900320749449,20,19.99999999999878
0.0,1.5,0.3006244880379725,1.501691472282991,0,19.99999950188862
0.0,1.5,0.1012315468584605,1.5107995914773054,1,19.99999941155116
0.0,1.5,-0.0981613943210513,1.5199077106716194,2,19.999999325246453
0.0,1.5,-0.2975543355005632,1.5290158298659335,3,19.999999244843384
0.0,1.5,-0.4969472766800751,1.5381239490602476,4,19.99999917145351
